token,n,unique_ids,unique_authors,weighted_n,weighted_ids,score
possess,1,1,1,1,1,2
possesses,1,1,1,1,1,2
possibilities,1,1,1,1,1,2
poster,1,1,1,1,1,2
posterior,1,1,1,1,1,2
postglacial,1,1,1,1,1,2
postive,1,1,1,1,1,2
postproc,1,1,1,1,1,2
postprocesed,1,1,1,1,1,2
postscript,1,1,1,1,1,2
pot,1,1,1,1,1,2
pot1,1,1,1,1,1,2
pot2,1,1,1,1,1,2
pot3,1,1,1,1,1,2
potamogeton,1,1,1,1,1,2
potsdam,1,1,1,1,1,2
pouch,1,1,1,1,1,2
pounds,1,1,1,1,1,2
poured,1,1,1,1,1,2
pouring,1,1,1,1,1,2
powders,1,1,1,1,1,2
powersoil,1,1,1,1,1,2
pparr,1,1,1,1,1,2
ppm,1,1,1,1,1,2
practicality,1,1,1,1,1,2
practically,1,1,1,1,1,2
practiced,1,1,1,1,1,2
pragmatic,1,1,1,1,1,2
prahl,1,1,1,1,1,2
pratt,1,1,1,1,1,2
prcol,1,1,1,1,1,2
preceded,1,1,1,1,1,2
precious,1,1,1,1,1,2
precipitate,1,1,1,1,1,2
precombusted,1,1,1,1,1,2
pred_map,1,1,1,1,1,2
predictably,1,1,1,1,1,2
predicts,1,1,1,1,1,2
predminately,1,1,1,1,1,2
predominance,1,1,1,1,1,2
predominant,1,1,1,1,1,2
preferable,1,1,1,1,1,2
prehistorically,1,1,1,1,1,2
preliminarily,1,1,1,1,1,2
premodern,1,1,1,1,1,2
preprint,1,1,1,1,1,2
prereqs,1,1,1,1,1,2
prerun066,1,1,1,1,1,2
prerunxxx.txt,1,1,1,1,1,2
prescribes,1,1,1,1,1,2
presences,1,1,1,1,1,2
preservations,1,1,1,1,1,2
preservative,1,1,1,1,1,2
president,1,1,1,1,1,2
preview,1,1,1,1,1,2
previewable,1,1,1,1,1,2
pribilofplacemaking.com,1,1,1,1,1,2
pric.org.cn,1,1,1,1,1,2
pricing,1,1,1,1,1,2
primers,1,1,1,1,1,2
primigenius,1,1,1,1,1,2
princicpal,1,1,1,1,1,2
printouts,1,1,1,1,1,2
priori,1,1,1,1,1,2
prioritize,1,1,1,1,1,2
prioritized,1,1,1,1,1,2
prioritizing,1,1,1,1,1,2
privately,1,1,1,1,1,2
probed,1,1,1,1,1,2
probing,1,1,1,1,1,2
procedural,1,1,1,1,1,2
processeddata,1,1,1,1,1,2
productions,1,1,1,1,1,2
products.using,1,1,1,1,1,2
proex,1,1,1,1,1,2
profilometry,1,1,1,1,1,2
profitable,1,1,1,1,1,2
profitably,1,1,1,1,1,2
profoundly,1,1,1,1,1,2
profundal,1,1,1,1,1,2
prognostic,1,1,1,1,1,2
prograding,1,1,1,1,1,2
program's,1,1,1,1,1,2
programmed,1,1,1,1,1,2
programming,1,1,1,1,1,2
progressing,1,1,1,1,1,2
prohibited,1,1,1,1,1,2
project’s,1,1,1,1,1,2
project006_,1,1,1,1,1,2
project007_,1,1,1,1,1,2
prokaryotes,1,1,1,1,1,2
prolene,1,1,1,1,1,2
prolonged,1,1,1,1,1,2
promgrams,1,1,1,1,1,2
prominence,1,1,1,1,1,2
promoted,1,1,1,1,1,2
promotion,1,1,1,1,1,2
promptly,1,1,1,1,1,2
pronged,1,1,1,1,1,2
propagating,1,1,1,1,1,2
propelled,1,1,1,1,1,2
propene,1,1,1,1,1,2
proposing,1,1,1,1,1,2
prosome,1,1,1,1,1,2
protecting,1,1,1,1,1,2
protects,1,1,1,1,1,2
proterozoic,1,1,1,1,1,2
protohistoric,1,1,1,1,1,2
protons,1,1,1,1,1,2
provenience,1,1,1,1,1,2
provider,1,1,1,1,1,2
provisional,1,1,1,1,1,2
prowfish,1,1,1,1,1,2
proximally,1,1,1,1,1,2
prs,1,1,1,1,1,2
prudoe,1,1,1,1,1,2
ps2627,1,1,1,1,1,2
ps2630,1,1,1,1,1,2
ps2729,1,1,1,1,1,2
ps80,1,1,1,1,1,2
psea,1,1,1,1,1,2
psea10,1,1,1,1,1,2
pseudo,1,1,1,1,1,2
psfc,1,1,1,1,1,2
pss,1,1,1,1,1,2
psychosocial,1,1,1,1,1,2
ptfe,1,1,1,1,1,2
pucko,1,1,1,1,1,2
puerto,1,1,1,1,1,2
pulchera,1,1,1,1,1,2
pupils,1,1,1,1,1,2
purchase,1,1,1,1,1,2
purification,1,1,1,1,1,2
pursues,1,1,1,1,1,2
pursuing,1,1,1,1,1,2
pursuit,1,1,1,1,1,2
purview,1,1,1,1,1,2
puschino,1,1,1,1,1,2
pushed,1,1,1,1,1,2
pusilla,1,1,1,1,1,2
puv,1,1,1,1,1,2
puzzle,1,1,1,1,1,2
pwv,1,1,1,1,1,2
pxr1,1,1,1,1,1,2
pxr2,1,1,1,1,1,2
pycnocline,1,1,1,1,1,2
pycnometers,1,1,1,1,1,2
pyranometers,1,1,1,1,1,2
pyrgeometer,1,1,1,1,1,2
pyrolysis,1,1,1,1,1,2
pytomass,1,1,1,1,1,2
q10aeco,1,1,1,1,1,2
q10aenv,1,1,1,1,1,2
q10ahea,1,1,1,1,1,2
q10aothe,1,1,1,1,1,2
q10aroa,1,1,1,1,1,2
q10atra,1,1,1,1,1,2
q10geta,1,1,1,1,1,2
q10getr,1,1,1,1,1,2
q11cash,1,1,1,1,1,2
q11com,1,1,1,1,1,2
q11dog,1,1,1,1,1,2
q11othe,1,1,1,1,1,2
q11rec,1,1,1,1,1,2
q11shar,1,1,1,1,1,2
q11trad,1,1,1,1,1,2
q12quan,1,1,1,1,1,2
q1fishm,1,1,1,1,1,2
q2aago,1,1,1,1,1,2
q2m,1,1,1,1,1,2
q2reca,1,1,1,1,1,2
q2when,1,1,1,1,1,2
q3far,1,1,1,1,1,2
q4often,1,1,1,1,1,2
q5age,1,1,1,1,1,2
q6acces,1,1,1,1,1,2
q6catch,1,1,1,1,1,2
q6dont,1,1,1,1,1,2
q6other,1,1,1,1,1,2
q6prox,1,1,1,1,1,2
q6speci,1,1,1,1,1,2
q7rely,1,1,1,1,1,2
q8notic,1,1,1,1,1,2
q9other,1,1,1,1,1,2
qaanaaq,1,1,1,1,1,2
qalluuraq,1,1,1,1,1,2
qamani,1,1,1,1,1,2
qaujimajatuqangit,1,1,1,1,1,2
qi,1,1,1,1,1,2
qikiqtarjuaq,1,1,1,1,1,2
qq,1,1,1,1,1,2
qqh,1,1,1,1,1,2
qqp,1,1,1,1,1,2
qqz,1,1,1,1,1,2
qr,1,1,1,1,1,2
qry_,1,1,1,1,1,2
qs,1,1,1,1,1,2
quad,1,1,1,1,1,2
quadcopter,1,1,1,1,1,2
quadrangle,1,1,1,1,1,2
quadratic,1,1,1,1,1,2
quadrats,1,1,1,1,1,2
quads,1,1,1,1,1,2
qual,1,1,1,1,1,2
qualtiy,1,1,1,1,1,2
quantile,1,1,1,1,1,2
quantitation,1,1,1,1,1,2
querying,1,1,1,1,1,2
questions.further,1,1,1,1,1,2
quicker,1,1,1,1,1,2
quicklook,1,1,1,1,1,2
quiet,1,1,1,1,1,2
quintessential,1,1,1,1,1,2
quintillion,1,1,1,1,1,2
quo,1,1,1,1,1,2
quotas,1,1,1,1,1,2
quotes,1,1,1,1,1,2
quttinirpaaq,1,1,1,1,1,2
qw,1,1,1,1,1,2
r.f,1,1,1,1,1,2
r.l,1,1,1,1,1,2
r.s,1,1,1,1,1,2
r.v,1,1,1,1,1,2
r.w,1,1,1,1,1,2
r0,1,1,1,1,1,2
r9s,1,1,1,1,1,2
racial,1,1,1,1,1,2
rad,1,1,1,1,1,2
rad3,1,1,1,1,1,2
radiated,1,1,1,1,1,2
radiating,1,1,1,1,1,2
radicals,1,1,1,1,1,2
radiograph,1,1,1,1,1,2
radioisotope.xlsx,1,1,1,1,1,2
radioisotopes,1,1,1,1,1,2
radioisotopic,1,1,1,1,1,2
radiolabeled,1,1,1,1,1,2
radionov,1,1,1,1,1,2
radiospectrometer,1,1,1,1,1,2
radville,1,1,1,1,1,2
raggio,1,1,1,1,1,2
rainbow,1,1,1,1,1,2
raining,1,1,1,1,1,2
rainville,1,1,1,1,1,2
raipon,1,1,1,1,1,2
ralf,1,1,1,1,1,2
ramah,1,1,1,1,1,2
raman,1,1,1,1,1,2
ramp,1,1,1,1,1,2
randall,1,1,1,1,1,2
rangeland,1,1,1,1,1,2
ranked,1,1,1,1,1,2
ranking,1,1,1,1,1,2
rantin,1,1,1,1,1,2
rasmussen,1,1,1,1,1,2
rass,1,1,1,1,1,2
rasterizing,1,1,1,1,1,2
raymond,1,1,1,1,1,2
rb1505,1,1,1,1,1,2
rbrduo3,1,1,1,1,1,2
rcm9lw,1,1,1,1,1,2
rcm9turb,1,1,1,1,1,2
rcms,1,1,1,1,1,2
rcp6,1,1,1,1,1,2
rcp60,1,1,1,1,1,2
rdc_met,1,1,1,1,1,2
rds,1,1,1,1,1,2
reachable,1,1,1,1,1,2
react,1,1,1,1,1,2
reactor,1,1,1,1,1,2
read_dzt.m,1,1,1,1,1,2
readable,1,1,1,1,1,2
readme_,1,1,1,1,1,2
readme_cesm.pdf,1,1,1,1,1,2
readme.txt,1,1,1,1,1,2
readout,1,1,1,1,1,2
reads,1,1,1,1,1,2
reagent,1,1,1,1,1,2
realization,1,1,1,1,1,2
realized,1,1,1,1,1,2
realizing,1,1,1,1,1,2
realm,1,1,1,1,1,2
realms,1,1,1,1,1,2
rebound,1,1,1,1,1,2
recalculate,1,1,1,1,1,2
recipes,1,1,1,1,1,2
reciprocally,1,1,1,1,1,2
recoding,1,1,1,1,1,2
recognize,1,1,1,1,1,2
recognizes,1,1,1,1,1,2
recollections,1,1,1,1,1,2
recommendation,1,1,1,1,1,2
reconsideration,1,1,1,1,1,2
reconsidering,1,1,1,1,1,2
recovers,1,1,1,1,1,2
recreate,1,1,1,1,1,2
recruiting,1,1,1,1,1,2
recrystallization,1,1,1,1,1,2
rectangular,1,1,1,1,1,2
recurrent,1,1,1,1,1,2
recurring,1,1,1,1,1,2
recycled,1,1,1,1,1,2
recycling,1,1,1,1,1,2
redefinition,1,1,1,1,1,2
redeployement,1,1,1,1,1,2
redox,1,1,1,1,1,2
redpanasonic,1,1,1,1,1,2
redundancies,1,1,1,1,1,2
redundancy,1,1,1,1,1,2
redundant,1,1,1,1,1,2
reexamine,1,1,1,1,1,2
refereed,1,1,1,1,1,2
referrals,1,1,1,1,1,2
refines,1,1,1,1,1,2
refl,1,1,1,1,1,2
reflectometer,1,1,1,1,1,2
reflectometry,1,1,1,1,1,2
reflex,1,1,1,1,1,2
reformation,1,1,1,1,1,2
reformed,1,1,1,1,1,2
reformer,1,1,1,1,1,2
refraction,1,1,1,1,1,2
refractive,1,1,1,1,1,2
refractory,1,1,1,1,1,2
refrigeration,1,1,1,1,1,2
refute,1,1,1,1,1,2
regionale,1,1,1,1,1,2
regionalism,1,1,1,1,1,2
regionalized,1,1,1,1,1,2
regionof,1,1,1,1,1,2
registration,1,1,1,1,1,2
regridding,1,1,1,1,1,2
regrouped,1,1,1,1,1,2
regularized,1,1,1,1,1,2
regulations,1,1,1,1,1,2
rehabilitation,1,1,1,1,1,2
rein,1,1,1,1,1,2
reinforcing,1,1,1,1,1,2
reinitialized,1,1,1,1,1,2
reject,1,1,1,1,1,2
rejected,1,1,1,1,1,2
rejects,1,1,1,1,1,2
relativized,1,1,1,1,1,2
relay,1,1,1,1,1,2
relayed,1,1,1,1,1,2
relented,1,1,1,1,1,2
relevancy,1,1,1,1,1,2
relied,1,1,1,1,1,2
remarks,1,1,1,1,1,2
reminders,1,1,1,1,1,2
remnants,1,1,1,1,1,2
remobilized,1,1,1,1,1,2
removals,1,1,1,1,1,2
rendezvoused,1,1,1,1,1,2
renditions,1,1,1,1,1,2
renner,1,1,1,1,1,2
reno,1,1,1,1,1,2
reoccupied,1,1,1,1,1,2
reorganization,1,1,1,1,1,2
repair,1,1,1,1,1,2
reparameterize,1,1,1,1,1,2
repercussions,1,1,1,1,1,2
repertoires,1,1,1,1,1,2
rephotographed,1,1,1,1,1,2
replaceable,1,1,1,1,1,2
replacing,1,1,1,1,1,2
replicated,1,1,1,1,1,2
replications,1,1,1,1,1,2
representativeness,1,1,1,1,1,2
reproduces,1,1,1,1,1,2
reproductions,1,1,1,1,1,2
repurposing,1,1,1,1,1,2
requesting,1,1,1,1,1,2
requirement,1,1,1,1,1,2
requisite,1,1,1,1,1,2
rerouted,1,1,1,1,1,2
rescuing,1,1,1,1,1,2
researched,1,1,1,1,1,2
researcher's,1,1,1,1,1,2
reserves,1,1,1,1,1,2
resets,1,1,1,1,1,2
residential,1,1,1,1,1,2
resins,1,1,1,1,1,2
resist,1,1,1,1,1,2
resistant,1,1,1,1,1,2
resolute,1,1,1,1,1,2
resp,1,1,1,1,1,2
respirometry,1,1,1,1,1,2
respndent,1,1,1,1,1,2
respondent's,1,1,1,1,1,2
respondent’s,1,1,1,1,1,2
responsiveness,1,1,1,1,1,2
respository,1,1,1,1,1,2
rested,1,1,1,1,1,2
restful,1,1,1,1,1,2
reston,1,1,1,1,1,2
restrict,1,1,1,1,1,2
restructure,1,1,1,1,1,2
resupply,1,1,1,1,1,2
resurgence,1,1,1,1,1,2
retaining,1,1,1,1,1,2
retains,1,1,1,1,1,2
retardant,1,1,1,1,1,2
retelle,1,1,1,1,1,2
reticulata,1,1,1,1,1,2
retrievable,1,1,1,1,1,2
retrievedata.cgi,1,1,1,1,1,2
reunions,1,1,1,1,1,2
reusch,1,1,1,1,1,2
reuters,1,1,1,1,1,2
reveiw,1,1,1,1,1,2
reverberate,1,1,1,1,1,2
reverent,1,1,1,1,1,2
revisions,1,1,1,1,1,2
revitalize,1,1,1,1,1,2
revival,1,1,1,1,1,2
revolution,1,1,1,1,1,2
revolves,1,1,1,1,1,2
reward,1,1,1,1,1,2
reworked,1,1,1,1,1,2
reykjanes,1,1,1,1,1,2
reykjavík,1,1,1,1,1,2
rf01a,1,1,1,1,1,2
rf01b,1,1,1,1,1,2
rf02,1,1,1,1,1,2
rf03,1,1,1,1,1,2
rf04,1,1,1,1,1,2
rf05,1,1,1,1,1,2
rf06,1,1,1,1,1,2
rf07,1,1,1,1,1,2
rf08,1,1,1,1,1,2
rf09,1,1,1,1,1,2
rf10,1,1,1,1,1,2
rf11,1,1,1,1,1,2
rf12,1,1,1,1,1,2
rf13,1,1,1,1,1,2
rf14,1,1,1,1,1,2
rf15,1,1,1,1,1,2
rf16,1,1,1,1,1,2
rfa300tm,1,1,1,1,1,2
rflp,1,1,1,1,1,2
rgb,1,1,1,1,1,2
rheology,1,1,1,1,1,2
rhizodeposition,1,1,1,1,1,2
rhizoplane,1,1,1,1,1,2
rhizosphere,1,1,1,1,1,2
rhodiola,1,1,1,1,1,2
rhodium,1,1,1,1,1,2
rhododendron,1,1,1,1,1,2
rhombohedra,1,1,1,1,1,2
rhythmically,1,1,1,1,1,2
rhyzocarpum,1,1,1,1,1,2
rico,1,1,1,1,1,2
riding,1,1,1,1,1,2
riegl,1,1,1,1,1,2
riel,1,1,1,1,1,2
rigid,1,1,1,1,1,2
ringdown,1,1,1,1,1,2
riordan,1,1,1,1,1,2
rite,1,1,1,1,1,2
rmse,1,1,1,1,1,2
ro1,1,1,1,1,1,2
ro2,1,1,1,1,1,2
roadblock,1,1,1,1,1,2
roadless,1,1,1,1,1,2
roadmap,1,1,1,1,1,2
roberts,1,1,1,1,1,2
robustly,1,1,1,1,1,2
roche,1,1,1,1,1,2
rockfish,1,1,1,1,1,2
rogue,1,1,1,1,1,2
rolvsoy,1,1,1,1,1,2
romanzo,1,1,1,1,1,2
ron,1,1,1,1,1,2
rood,1,1,1,1,1,2
rooted,1,1,1,1,1,2
rootfly,1,1,1,1,1,2
roped,1,1,1,1,1,2
rosales,1,1,1,1,1,2
rosen,1,1,1,1,1,2
roster,1,1,1,1,1,2
rosters,1,1,1,1,1,2
rotated,1,1,1,1,1,2
rotates,1,1,1,1,1,2
rotational,1,1,1,1,1,2
rotor,1,1,1,1,1,2
rotten,1,1,1,1,1,2
rounding,1,1,1,1,1,2
roundtable,1,1,1,1,1,2
rov,1,1,1,1,1,2
rs34068461,1,1,1,1,1,2
rubbly,1,1,1,1,1,2
rublee,1,1,1,1,1,2
ruby,1,1,1,1,1,2
rui,1,1,1,1,1,2
rulers,1,1,1,1,1,2
rump,1,1,1,1,1,2
run_wrf_postproc,1,1,1,1,1,2
runtime,1,1,1,1,1,2
rupestris,1,1,1,1,1,2
ruptured,1,1,1,1,1,2
rusray,1,1,1,1,1,2
ruthenium,1,1,1,1,1,2
rutile,1,1,1,1,1,2
rutzen,1,1,1,1,1,2
rysgaard,1,1,1,1,1,2
rz,1,1,1,1,1,2
s.c,1,1,1,1,1,2
s.d.carpenter,1,1,1,1,1,2
s.e,1,1,1,1,1,2
s.th,1,1,1,1,1,2
s0016703714001598,1,1,1,1,1,2
s10021,1,1,1,1,1,2
s41561,1,1,1,1,1,2
s459,1,1,1,1,1,2
s484,1,1,1,1,1,2
s55,1,1,1,1,1,2
saalfeld,1,1,1,1,1,2
saami,1,1,1,1,1,2
sackhole,1,1,1,1,1,2
sackholes,1,1,1,1,1,2
sacnas,1,1,1,1,1,2
sacrificing,1,1,1,1,1,2
sadrabad,1,1,1,1,1,2
safely,1,1,1,1,1,2
safest,1,1,1,1,1,2
saffron,1,1,1,1,1,2
saffroncod1,1,1,1,1,1,2
sagas,1,1,1,1,1,2
sage,1,1,1,1,1,2
sahel,1,1,1,1,1,2
saida,1,1,1,1,1,2
sail,1,1,1,1,1,2
saiv,1,1,1,1,1,2
sal,1,1,1,1,1,2
sale,1,1,1,1,1,2
salient,1,1,1,1,1,2
salinometers,1,1,1,1,1,2
salty,1,1,1,1,1,2
saltzman,1,1,1,1,1,2
salvelinus,1,1,1,1,1,2
sambrotto,1,1,1,1,1,2
samos,1,1,1,1,1,2
samplings,1,1,1,1,1,2
samson,1,1,1,1,1,2
sandercock,1,1,1,1,1,2
sandfish,1,1,1,1,1,2
sandflugtdalen,1,1,1,1,1,2
sandpiper,1,1,1,1,1,2
sanikiliaq,1,1,1,1,1,2
sapienza,1,1,1,1,1,2
saqardleq,1,1,1,1,1,2
saqqarliup,1,1,1,1,1,2
sars,1,1,1,1,1,2
sati,1,1,1,1,1,2
satisfy,1,1,1,1,1,2
sato,1,1,1,1,1,2
savanna,1,1,1,1,1,2
save,1,1,1,1,1,2
savvy,1,1,1,1,1,2
saxifraga,1,1,1,1,1,2
sbe_9plus_,1,1,1,1,1,2
sbe.zip,1,1,1,1,1,2
sbe16,1,1,1,1,1,2
sbe16plus,1,1,1,1,1,2
sbe16woptic,1,1,1,1,1,2
sbe19,1,1,1,1,1,2
sbe26p,1,1,1,1,1,2
sbe26plus,1,1,1,1,1,2
sbe37im,1,1,1,1,1,2
scanners,1,1,1,1,1,2
scarfs2015_ctdx.txt,1,1,1,1,1,2
scarfs2016_ctdx.txt,1,1,1,1,1,2
scass_core_layers.csv,1,1,1,1,1,2
scass_core_locations.csv,1,1,1,1,1,2
scass_core_tephra.csv,1,1,1,1,1,2
scavenger,1,1,1,1,1,2
scenarios.the,1,1,1,1,1,2
scheduling,1,1,1,1,1,2
schematics,1,1,1,1,1,2
schimel,1,1,1,1,1,2
schist,1,1,1,1,1,2
scholarlyrepository.miami.edu,1,1,1,1,1,2
schoolteachers,1,1,1,1,1,2
schweinsberg,1,1,1,1,1,2
schwoerer,1,1,1,1,1,2
science's,1,1,1,1,1,2
scientist_in_greenland_asa.mov,1,1,1,1,1,2
scientist_in_greenland_rohi.mov,1,1,1,1,1,2
scientist_in_greenland_sasha.mov,1,1,1,1,1,2
scientist_in_greenland_vena.mov,1,1,1,1,1,2
scintec,1,1,1,1,1,2
scintillometer,1,1,1,1,1,2
sclerochronological,1,1,1,1,1,2
scm,1,1,1,1,1,2
scoping,1,1,1,1,1,2
scored,1,1,1,1,1,2
scottish,1,1,1,1,1,2
scoured,1,1,1,1,1,2
scouring,1,1,1,1,1,2
screens,1,1,1,1,1,2
screws,1,1,1,1,1,2
scripts.zip,1,1,1,1,1,2
scrubs,1,1,1,1,1,2
sculpins,1,1,1,1,1,2
sculpted,1,1,1,1,1,2
sd2,1,1,1,1,1,2
sd204,1,1,1,1,1,2
sdi,1,1,1,1,1,2
sdwn,1,1,1,1,1,2
seafet,1,1,1,1,1,2
seafets,1,1,1,1,1,2
seafoods,1,1,1,1,1,2
seahunter,1,1,1,1,1,2
seams,1,1,1,1,1,2
seapoint,1,1,1,1,1,2
seattle's,1,1,1,1,1,2
seaweeds,1,1,1,1,1,2
seb_firn_model,1,1,1,1,1,2
secondarily,1,1,1,1,1,2
secretariat,1,1,1,1,1,2
secrets,1,1,1,1,1,2
sectioning,1,1,1,1,1,2
secured,1,1,1,1,1,2
sedctimage,1,1,1,1,1,2
sedgedominated,1,1,1,1,1,2
seedbed,1,1,1,1,1,2
seeding,1,1,1,1,1,2
seelye,1,1,1,1,1,2
seemingly,1,1,1,1,1,2
seepage,1,1,1,1,1,2
seiki,1,1,1,1,1,2
seismograms,1,1,1,1,1,2
seize,1,1,1,1,1,2
selawik_nwr,1,1,1,1,1,2
seldom,1,1,1,1,1,2
semipalmated,1,1,1,1,1,2
semipermeable,1,1,1,1,1,2
send,1,1,1,1,1,2
senesce,1,1,1,1,1,2
senescent,1,1,1,1,1,2
senses,1,1,1,1,1,2
sensical,1,1,1,1,1,2
sensitively,1,1,1,1,1,2
sensorml,1,1,1,1,1,2
sensory,1,1,1,1,1,2
sentences,1,1,1,1,1,2
separable,1,1,1,1,1,2
separating,1,1,1,1,1,2
separations,1,1,1,1,1,2
ser,1,1,1,1,1,2
serac,1,1,1,1,1,2
serotina,1,1,1,1,1,2
servers,1,1,1,1,1,2
seventeenth,1,1,1,1,1,2
sever,1,1,1,1,1,2
sf6,1,1,1,1,1,2
sfc_met,1,1,1,1,1,2
sfcp,1,1,1,1,1,2
sfcz,1,1,1,1,1,2
sfh,1,1,1,1,1,2
sgc,1,1,1,1,1,2
sger,1,1,1,1,1,2
sgp99,1,1,1,1,1,2
shadecloth,1,1,1,1,1,2
shadows,1,1,1,1,1,2
shakedown,1,1,1,1,1,2
shaktoolik,1,1,1,1,1,2
shakun,1,1,1,1,1,2
shallowly,1,1,1,1,1,2
shapiro,1,1,1,1,1,2
shareholders,1,1,1,1,1,2
shari,1,1,1,1,1,2
sharkov,1,1,1,1,1,2
sharon,1,1,1,1,1,2
shc,1,1,1,1,1,2
sheba_alltaxa.xls,1,1,1,1,1,2
sheba_gpsdata,1,1,1,1,1,2
sheba_ice_deformation_paper.pdf,1,1,1,1,1,2
sheba_ice_thickness_paper.pdf,1,1,1,1,1,2
sheba_napuliarcounts.xls,1,1,1,1,1,2
sheba.htm,1,1,1,1,1,2
sheep,1,1,1,1,1,2
sheet’s,1,1,1,1,1,2
shewanella,1,1,1,1,1,2
shfh,1,1,1,1,1,2
shielded,1,1,1,1,1,2
shields,1,1,1,1,1,2
shiklomanov,1,1,1,1,1,2
shindell,1,1,1,1,1,2
shipborne,1,1,1,1,1,2
shipment,1,1,1,1,1,2
shishmaref,1,1,1,1,1,2
shoaling,1,1,1,1,1,2
shock,1,1,1,1,1,2
shorefast,1,1,1,1,1,2
shorelines,1,1,1,1,1,2
shoreview,1,1,1,1,1,2
shorezone,1,1,1,1,1,2
shorezone.org,1,1,1,1,1,2
shortcoming,1,1,1,1,1,2
shortcomings,1,1,1,1,1,2
showaward,1,1,1,1,1,2
showcase,1,1,1,1,1,2
shown.only,1,1,1,1,1,2
shrimps,1,1,1,1,1,2
shrubification,1,1,1,1,1,2
shrubland,1,1,1,1,1,2
shrublands,1,1,1,1,1,2
shsn0,1,1,1,1,1,2
shsn2,1,1,1,1,1,2
shsn3,1,1,1,1,1,2
shut,1,1,1,1,1,2
sided,1,1,1,1,1,2
siderial,1,1,1,1,1,2
siderophores,1,1,1,1,1,2
sidewall,1,1,1,1,1,2
sieving,1,1,1,1,1,2
sighted,1,1,1,1,1,2
signed,1,1,1,1,1,2
signifies,1,1,1,1,1,2
signify,1,1,1,1,1,2
sigth,1,1,1,1,1,2
sikulaq,1,1,1,1,1,2
sikuliaq's,1,1,1,1,1,2
silasiutitalik,1,1,1,1,1,2
silcosteel,1,1,1,1,1,2
silicates,1,1,1,1,1,2
siliceous,1,1,1,1,1,2
silicone,1,1,1,1,1,2
silk,1,1,1,1,1,2
silva,1,1,1,1,1,2
silver,1,1,1,1,1,2
simba,1,1,1,1,1,2
similarities,1,1,1,1,1,2
simizu,1,1,1,1,1,2
simmons,1,1,1,1,1,2
simon,1,1,1,1,1,2
simplicity,1,1,1,1,1,2
simulataneously,1,1,1,1,1,2
sinclair,1,1,1,1,1,2
sing,1,1,1,1,1,2
singe,1,1,1,1,1,2
singing,1,1,1,1,1,2
singly,1,1,1,1,1,2
sinistral,1,1,1,1,1,2
sinuata,1,1,1,1,1,2
sinusoids,1,1,1,1,1,2
sirtrack,1,1,1,1,1,2
sister,1,1,1,1,1,2
site_ethaneacetylene_2ky.txt,1,1,1,1,1,2
site_information.csv,1,1,1,1,1,2
siting,1,1,1,1,1,2
sitting,1,1,1,1,1,2
situations,1,1,1,1,1,2
sixgill,1,1,1,1,1,2
sizable,1,1,1,1,1,2
sizeable,1,1,1,1,1,2
sizer,1,1,1,1,1,2
sizonet_surface_albedo_transects.html,1,1,1,1,1,2
skalski,1,1,1,1,1,2
sketched,1,1,1,1,1,2
sketches,1,1,1,1,1,2
skew,1,1,1,1,1,2
skewed,1,1,1,1,1,2
ski,1,1,1,1,1,2
skilled,1,1,1,1,1,2
skillsets,1,1,1,1,1,2
skin,1,1,1,1,1,2
skins,1,1,1,1,1,2
skogo,1,1,1,1,1,2
skq2016,1,1,1,1,1,2
skq201611t,1,1,1,1,1,2
skq201711t,1,1,1,1,1,2
sku,1,1,1,1,1,2
skyscan,1,1,1,1,1,2
slb,1,1,1,1,1,2
sleep,1,1,1,1,1,2
slft,1,1,1,1,1,2
sliced,1,1,1,1,1,2
slicing,1,1,1,1,1,2
slides,1,1,1,1,1,2
slightest,1,1,1,1,1,2
slimy,1,1,1,1,1,2
slo,1,1,1,1,1,2
slots,1,1,1,1,1,2
slowdown,1,1,1,1,1,2
slpt,1,1,1,1,1,2
sluffed,1,1,1,1,1,2
slumps,1,1,1,1,1,2
smart,1,1,1,1,1,2
smartchem,1,1,1,1,1,2
smelt,1,1,1,1,1,2
smhirc,1,1,1,1,1,2
smo,1,1,1,1,1,2
smoothened,1,1,1,1,1,2
smoother,1,1,1,1,1,2
smoothness,1,1,1,1,1,2
smps,1,1,1,1,1,2
snags,1,1,1,1,1,2
snails,1,1,1,1,1,2
snap,1,1,1,1,1,2
snow_depth_density_imnavait_1998_2017,1,1,1,1,1,2
snow_depth_swe_imnavait_1985_1997,1,1,1,1,1,2
snow.htm,1,1,1,1,1,2
snowchange,1,1,1,1,1,2
snowier,1,1,1,1,1,2
snowline,1,1,1,1,1,2
snowlines,1,1,1,1,1,2
snowmetl,1,1,1,1,1,2
snowmetrics,1,1,1,1,1,2
snowmodel,1,1,1,1,1,2
snowpit,1,1,1,1,1,2
snp,1,1,1,1,1,2
snyder,1,1,1,1,1,2
so2,1,1,1,1,1,2
so3,1,1,1,1,1,2
societally,1,1,1,1,1,2
society's,1,1,1,1,1,2
sociology,1,1,1,1,1,2
sockeye,1,1,1,1,1,2
soda,1,1,1,1,1,2
sogaard,1,1,1,1,1,2
sokkia,1,1,1,1,1,2
solaris,1,1,1,1,1,2
solidungula,1,1,1,1,1,2
soliflucting,1,1,1,1,1,2
solirubrobacterales,1,1,1,1,1,2
solr,1,1,1,1,1,2
solvation,1,1,1,1,1,2
solvent,1,1,1,1,1,2
solves,1,1,1,1,1,2
son,1,1,1,1,1,2
sonars,1,1,1,1,1,2
