token,n,unique_ids,unique_authors
pco2,16,5,3
uncertainty,16,4,4
acetylene,15,1,1
alt,15,15,1
avg_cloudfraction,15,15,1
avg_iceeffectiveradius,15,15,1
avg_liqeffectiveradius,15,15,1
avg_retrieved_iwc,15,15,1
avg_retrieved_lwc,15,15,1
base,15,15,1
block,15,11,8
cloudphasemask,15,15,1
cloudretrievalmask,15,15,1
double,15,15,1
easting,15,3,3
heights,15,15,1
instruments,15,15,1
integer,15,15,1
liquid,15,3,2
middle,15,10,2
northing,15,3,3
offset,15,15,1
reco,15,15,2
sensor,15,14,3
surface,15,6,5
transducer,15,1,1
active,14,3,3
agc,14,14,1
dry,14,7,7
e_0,14,14,1
equivalent,14,5,5
fc_cwu_f,14,14,1
fc_cwu_gf,14,14,1
fc_freqr,14,14,1
fp_neenight,14,14,1
fp_temp,14,14,1
gpp,14,14,1
gpp_f,14,14,1
h_freqr,14,14,1
le_freqr,14,14,1
ng,14,1,1
photosynthetically,14,3,3
potrad,14,14,1
qc_fc_cw,14,14,1
qc_fc_cwu_gf,14,14,1
qc_h_c_f,14,14,1
qc_h_c_gf,14,14,1
qc_le_cw_f,14,14,1
qc_le_cw_gf,14,14,1
qc_rg_gf,14,14,1
qc_rh_gf,14,14,1
qc_ta_gf,14,14,1
qc_tau_c,14,14,1
qc_vpd_gf,14,14,1
r_ref,14,14,1
reco_f,14,14,1
snow,14,10,9
tau_freqr,14,14,1
tussock,14,10,4
6,13,2,2
battery,13,13,2
biomass,13,7,6
body,13,13,2
fc_cwbnegu_f,13,13,1
fc_cwbnegu_gf,13,13,1
habitat,13,10,2
intensity,13,6,3
kg,13,3,2
level,13,2,2
mg,13,3,3
nitrate,13,6,5
nitrogen,13,7,5
primary,13,2,2
qc_fc_cwbnegu_gf,13,13,1
super,13,1,1
voltage,13,13,2
2016,12,2,2
3,12,2,2
4,12,2,2
column,12,12,5
cs616_1,12,12,1
cs616_2,12,12,1
datalogger,12,12,1
decagon,12,1,1
detector,12,12,1
detrital,12,1,1
file,12,12,1
infrared,12,12,1
length,12,4,4
mv,12,12,1
output,12,12,1
panel,12,12,1
particulate,12,1,1
potential,12,4,4
predator,12,1,1
qc_tsoil_gf,12,12,1
rotation,12,12,1
standardized,12,12,1
target,12,12,1
thermopile,12,12,1
thickness,12,4,4
tsoil_f,12,12,1
tsoil_gf,12,12,1
vaisala,12,1,1
wheel,12,12,1
addition,11,3,2
gpp_fqc,11,11,1
grid,11,4,3
location,11,9,9
measured,11,2,2
measurements,11,3,3
melt,11,3,3
meters,11,6,5
modis,11,2,1
unique,11,3,3
basin,10,2,2
bb,10,1,1
bottom,10,1,1
classification,10,3,3
eastward,10,2,2
flux,10,5,4
leaf,10,4,3
nanogams,10,1,1
north,10,2,2
northward,10,2,2
phosphate,10,4,3
river,10,2,2
sea,10,5,5
season,10,9,2
species,10,6,6
t1,10,4,1
t2,10,4,1
um,10,1,1
average,9,4,4
begin,9,9,1
collection,9,9,4
compaction,9,1,1
datetime,9,1,1
fc_cwbu_f,9,9,1
kelvin,9,1,1
line,9,4,3
m3,9,1,1
node,9,8,2
notes,9,6,5
number.of.node,9,1,1
orcid,9,9,1
package,9,9,1
pixel,9,2,1
position,9,9,3
qc_fc_cwbu_gf,9,9,1
retrieved,9,3,2
rlong_f,9,9,1
rlong_out_f,9,9,1
role,9,9,1
sinusoidal,9,2,1
surname,9,9,1
thaw.depth,9,1,1
7,8,2,2
ammonium,8,4,3
background,8,1,1
chlorine,8,5,5
class,8,5,4
fc_cwbexpu_f,8,8,1
fc_cwbexpu_gf,8,8,1
g1_str,8,8,1
g2_str,8,8,1
hpa,8,2,1
hummock,8,2,1
lagoon,8,7,1
material,8,1,1
maximum,8,6,6
method,8,7,2
mineral,8,2,1
nm,8,6,3
priority,8,7,1
qc_fc_cwbexpu_gf,8,8,1
recorded,8,1,1
start,8,3,3
swale,8,2,1
viper,8,1,1
0,7,4,3
ammonia,7,3,3
calendar,7,3,3
g5,7,4,1
g6,7,4,1
identification,7,3,3
lai,7,3,1
nitrite,7,3,3
observation,7,3,3
plfa,7,2,1
polder,7,2,1
size,7,4,4
t3,7,4,1
t4,7,4,1
t5,7,4,1
t6,7,4,1
18,6,5,4
2_s,6,5,1
abundance,6,3,3
america,6,1,1
aod,6,1,1
dioxide,6,1,1
east,6,1,1
ecotype,6,2,1
fence,6,5,3
ghaas,6,2,2
image,6,2,2
micromoles,6,1,1
plant,6,2,2
pore,6,1,1
sample_id,6,3,2
scale,6,1,1
silicate,6,2,2
slug,6,1,1
space,6,1,1
sst,6,1,1
test,6,1,1
thaw,6,4,4
tree,6,6,1
ug,6,3,3
watershed,6,5,3
15n,5,2,2
atmospheric,5,1,1
calcium,5,3,3
ch4_flux,5,5,1
coordinates,5,2,2
daily,5,2,2
days,5,5,3
degree,5,3,2
deuterium,5,3,2
ff,5,1,1
fine,5,2,2
g7,5,3,1
glacier,5,1,1
gridcell,5,2,1
lower,5,4,4
nanograms,5,2,2
optical,5,2,1
phase,5,3,2
precision,5,2,2
replicate,5,4,3
rssi,5,5,1
signal,5,1,1
sodium,5,3,3
solubility,5,1,1
stdev,5,1,1
sulfur,5,3,3
system,5,2,2
t7,5,3,1
term,5,4,3
wavelength,5,5,2
west,5,2,2
10be_9be_ratio,4,2,1
13,4,2,2
2010,4,2,1
8,4,1,1
acid,4,3,3
al,4,3,2
ams_facility,4,2,1
availability,4,1,1
belowground,4,1,1
brightness_temperature,4,1,1
bromine,4,2,2
ca,4,4,4
ce,4,3,3
ci,4,2,1
corner,4,1,1
correction,4,1,1
ctleaf,4,2,1
current,4,1,1
d15n,4,3,3
dead,4,1,1
decimal,4,2,2
degrees,4,3,2
deviation,4,2,2
disc,4,4,1
discharge,4,2,2
dominant,4,1,1
ease,4,2,2
effective,4,2,1
elevation_m,4,3,2
export,4,2,2
fid,4,2,2
foliar,4,1,1
form,4,2,2
garden,4,4,2
hydrogen,4,1,1
live,4,1,1
measuredon_2013,4,1,1
o2,4,2,1
pari,4,2,1
percentage,4,1,1
period,4,1,1
permil,4,1,1
photo,4,2,1
pixels,4,1,1
plots,4,1,1
population,4,4,2
qc_ch4_flux,4,4,1
quartz_g,4,2,1
radius,4,2,1
rank,4,1,1
reflectance,4,4,1
ringwidth_mm,4,4,1
samples,4,3,3
sbe45,4,1,1
shielding,4,2,1
spidertmt,4,1,1
standard,4,2,2
t_surface,4,4,1
tag,4,2,2
taxa,4,1,1
taxonomic,4,1,1
temp,4,3,3
temptmt,4,1,1
thickness_cm,4,2,1
thousand,4,1,1
tissue,4,2,2
volume,4,4,4
warming,4,4,2
07,3,1,1
13c,3,2,2
14,3,1,1
accumulation,3,1,1
aerosol,3,2,1
airt,3,3,1
airtemp_2m_c,3,3,1
anomaly,3,2,2
avsoilmoisture,3,1,1
blank,3,1,1
burning,3,2,1
calculated,3,1,1
catch_id,3,1,1
cell,3,3,2
center,3,2,2
ch4_flux_f,3,3,1
ch4_flux_gf,3,3,1
coarse,3,1,1
confidence,3,2,1
d13c,3,3,3
depth_m,3,3,2
description,3,3,3
doi,3,2,1
down_conn,3,1,1
efflux,3,3,2
g8,3,2,1
g9,3,2,1
grain,3,1,1
grams,3,3,2
harvested,3,2,2
humidity,3,3,2
hydconn,3,1,1
iodine,3,1,1
julian,3,1,1
land,3,1,1
microbial,3,2,1
mille,3,1,1
minute,3,1,1
mm,3,2,2
mother,3,1,1
natural,3,1,1
nh4,3,3,3
no3,3,3,3
observed,3,3,3
pamir,3,1,1
particle,3,2,2
pb,3,2,2
pc02,3,1,1
pctlakeare,3,1,1
perimeter,3,1,1
phosphorus,3,2,2
pigment,3,1,1
po4,3,3,3
ppfd_umols_m,3,3,1
precipitation,3,2,2
qc_gpp,3,3,1
rain_mm,3,3,1
rate,3,1,1
ratios,3,1,1
rh_2m_,3,3,1
september,3,2,2
siberia,3,1,1
site_id,3,2,2
sound,3,1,1
surf_geol,3,1,1
t_10cm,3,3,1
t_20cm,3,3,1
t_40cm,3,3,1
t_5cm,3,3,1
t8,3,2,1
t9,3,2,1
threshold,3,1,1
topographic,3,2,2
total_conn,3,1,1
totallakes,3,1,1
tree1_dt_c,3,3,1
tree10_dt_c,3,3,1
tree2_dt_c,3,3,1
tree3_dt_c,3,3,1
tree4_dt_c,3,3,1
tree5_dt_c,3,3,1
tree6_dt_c,3,3,1
tree7_dt_c,3,3,1
tree8_dt_c,3,3,1
tree9_dt_c,3,3,1
trt,3,3,2
up_conn,3,1,1
upper,3,2,2
vapor,3,1,1
veast,3,1,1
vnorth,3,1,1
warmed,3,2,1
wet,3,2,2
width,3,2,2
worldview,3,1,1
zone,3,1,1
0.5x0.5,2,2,1
10.5194,2,2,1
1000,2,2,1
10be_9be_ratio_uncertainty,2,1,1
11851,2,2,1
13co2,2,1,1
14co2,2,1,1
15,2,2,2
1952,2,1,1
1979,2,1,1
2015,2,1,1
223,2,1,1
24,2,2,2
250,2,2,1
255,2,1,1
550,2,1,1
700,2,2,1
850,2,1,1
absolute,2,1,1
absorbance,2,1,1
acp,2,2,1
adjusted,2,1,1
agc_closed,2,2,1
age_ka,2,1,1
age_uncertainty,2,1,1
alk_ueql,2,2,1
alkalinity,2,1,1
ampl,2,1,1
annual,2,2,2
asia,2,1,1
atm,2,1,1
atoms,2,1,1
baseflow,2,2,2
basis,2,1,1
bd,2,2,1
bed,2,1,1
benthic,2,2,1
bi,2,2,2
black,2,1,1
blank_corrected_10be_concentration,2,1,1
bn,2,1,1
br2,2,1,1
brcl,2,1,1
bro,2,1,1
ca_um,2,2,1
calving,2,1,1
carrier_g,2,1,1
cb,2,1,1
cf_cf1_,2,1,1
cf_sg1_,2,1,1
cf_tl1_,2,1,1
ch4,2,1,1
ch4_flux_gf_qc,2,2,1
ch4_um,2,2,1
chamber,2,2,2
chl,2,1,1
chloroform,2,1,1
citation,2,2,2
cl_um,2,2,1
cl2,2,1,1
clno2,2,1,1
clo,2,1,1
co2_dry,2,2,1
co2_um,2,2,1
coastal,2,1,1
code,2,2,2
concentrations,2,1,1
cond_us,2,2,1
conduct,2,1,1
considered,2,2,1
contributor,2,1,1
control,2,1,1
cover,2,2,2
ct,2,1,1
cumulative,2,2,2
d18o,2,1,1
dates,2,1,1
dbh,2,2,1
dd14cplfa,2,1,1
deg,2,1,1
depth_n,2,1,1
details,2,2,1
direction,2,2,2
distance_km,2,2,1
doc_um,2,2,1
dried,2,1,1
droplets,2,2,1
elevation_m_asl,2,1,1
en,2,1,1
english,2,1,1
equator,2,2,1
equilibrator,2,1,1
estimated,2,1,1
europe,2,1,1
fac10,2,1,1
feature,2,1,1
forest,2,1,1
format,2,1,1
fumigated,2,1,1
gardenmeangasex,2,1,1
gaz,2,1,1
gc,2,2,1
geographic,2,2,2
growth,2,2,2
h2o_dry,2,2,1
heading,2,1,1
ho2no2,2,1,1
hobr,2,1,1
horizontal,2,1,1
hours,2,1,1
icethickness,2,2,2
increment,2,1,1
incubated,2,1,1
incubation,2,2,1
industry,2,1,1
information,2,2,2
insoluble,2,1,1
instrument,2,2,2
integrated,2,1,1
intertussock,2,2,1
iron,2,1,1
k_um,2,2,1
la,2,2,2
labile,2,2,1
latitude_north,2,1,1
leaves,2,1,1
left,2,1,1
literal,2,1,1
lm_age_ka,2,1,1
loc,2,2,1
local,2,1,1
locality,2,1,1
lp,2,1,1
magnesium,2,1,1
meangasex,2,1,1
meaning,2,1,1
mg_um,2,2,1
micrograms,2,1,1
minimum,2,2,2
minutes,2,1,1
modern,2,1,1
moss,2,2,2
n2o5,2,1,1
na_um,2,2,1
narea,2,2,1
native,2,1,1
nh4_opa_um,2,2,1
nitric,2,1,1
nitrogen_1,2,1,1
nitrogen_10,2,1,1
nitrogen_11,2,1,1
nitrogen_12,2,1,1
nitrogen_2,2,1,1
nitrogen_3,2,1,1
nitrogen_4,2,1,1
nitrogen_5,2,1,1
nitrogen_6,2,1,1
nitrogen_7,2,1,1
nitrogen_8,2,1,1
nitrogen_9,2,1,1
no3_um,2,2,1
path,2,2,1
pc_ugl,2,2,1
pch4_uatm,2,2,1
pco2_uatm,2,2,1
peroxide,2,1,1
pf,2,1,1
pht,2,1,1
plfa_14c,2,1,1
pn_ugl,2,2,1
po4_um,2,2,1
pop,2,1,1
pop_id,2,1,1
pp_um,2,2,1
predicted,2,2,1
pres,2,1,1
pressdrop,2,2,1
processed,2,1,1
pumponflag,2,2,1
qc_tsoil_1_gf,2,2,1
quality,2,1,1
ramet,2,1,1
ratio_uncertainty,2,1,1
rc,2,1,1
relative,2,2,2
replicates,2,2,2
rest,2,1,1
riedi,2,2,1
root,2,1,1
row,2,2,2
rrna,2,1,1
runoff,2,2,2
sampled,2,2,1
satellite,2,2,2
saturation,2,2,2
sediment,2,2,1
serial,2,1,1
sg_cf1_,2,1,1
sg_cf2_,2,1,1
sg_sg1_,2,1,1
sg_sg2_,2,1,1
sg_tl1_,2,1,1
sg_tl2_,2,1,1
ship's,2,1,1
shot,2,1,1
significant,2,1,1
simple,2,1,1
sla,2,2,1
slope,2,2,2
snowdepth,2,2,2
snowdepth_gapfilled,2,2,1
so4_um,2,2,1
solar,2,2,2
solar_zenith_angle,2,2,2
sortchem,2,2,1
south,2,1,1
sp,2,1,1
square,2,2,1
sr,2,2,2
stereo,2,1,1
stop,2,1,1
strontium,2,1,1
study,2,2,2
subregion,2,1,1
td,2,2,2
tdn_um,2,2,1
tdp_um,2,2,1
temp_c,2,2,1
terminus,2,1,1
terms,2,1,1
thawed,2,1,1
tiller,2,2,1
time_hr_dst,2,2,1
tl_cf2_,2,1,1
tl_sg2_,2,1,1
tl_tl2_,2,1,1
toa_bidirectional_reflectance,2,1,1
tr_length,2,2,1
transplant,2,2,1
twenty,2,1,1
uncalibrated,2,1,1
uncertianty,2,1,1
version,2,1,1
vertical,2,1,1
vibonflag,2,2,1
vu,2,1,1
vvi,2,1,1
world,2,1,1
wt,2,1,1
yugcetun,2,1,1
ω_aragonite,2,1,1
ω_calcite,2,1,1
01,1,1,1
08,1,1,1
10.1029,1,1,1
10be,1,1,1
10be_9be,1,1,1
10be_atoms,1,1,1
10be_cocentration_uncertainty,1,1,1
10be_concentration,1,1,1
10be_concentration_uncertainty,1,1,1
10be_concetration,1,1,1
14c_plfa,1,1,1
16,1,1,1
17,1,1,1
179,1,1,1
181,1,1,1
18o,1,1,1
18s,1,1,1
1999,1,1,1
1999jc900081,1,1,1
1to15,1,1,1
2012,1,1,1
254,1,1,1
271,1,1,1
28,1,1,1
28s,1,1,1
30kda,1,1,1
380,1,1,1
44,1,1,1
500,1,1,1
850hpa,1,1,1
925,1,1,1
9be_added_mg,1,1,1
a_1,1,1,1
a_10,1,1,1
a_11,1,1,1
a_12,1,1,1
a_2,1,1,1
a_3,1,1,1
a_4,1,1,1
a_5,1,1,1
a_6,1,1,1
a_7,1,1,1
a_8,1,1,1
a_9,1,1,1
a250,1,1,1
a254,1,1,1
a350,1,1,1
a365,1,1,1
a375,1,1,1
a412,1,1,1
a440,1,1,1
ablation,1,1,1
accelerator,1,1,1
accumulated,1,1,1
acetate,1,1,1
acetone,1,1,1
acquired,1,1,1
acquisition,1,1,1
ag,1,1,1
age_uncertainty_ka,1,1,1
agricultural,1,1,1
airborne,1,1,1
airtc_avg,1,1,1
akst,1,1,1
albedo_avg,1,1,1
alpha,1,1,1
alphaweair,1,1,1
alphaweice,1,1,1
altitude,1,1,1
ambient,1,1,1
amine,1,1,1
ammonium_1,1,1,1
ammonium_10,1,1,1
ammonium_11,1,1,1
ammonium_12,1,1,1
ammonium_2,1,1,1
ammonium_3,1,1,1
ammonium_4,1,1,1
ammonium_5,1,1,1
ammonium_6,1,1,1
ammonium_7,1,1,1
ammonium_8,1,1,1
ammonium_9,1,1,1
ammonium_blankcorrected,1,1,1
ammonium_per_day,1,1,1
analytical,1,1,1
applicable,1,1,1
applied,1,1,1
approximate,1,1,1
april,1,1,1
areal,1,1,1
aspect,1,1,1
august,1,1,1
b_glucosidase,1,1,1
ba,1,1,1
bacterialbiomass,1,1,1
barometric,1,1,1
be_9_added,1,1,1
bearing,1,1,1
biofuel,1,1,1
blank_corrected_10be_,1,1,1
bone,1,1,1
bounding,1,1,1
boxes,1,1,1
bp_mbar_avg,1,1,1
branched,1,1,1
branchextension_mm,1,1,1
buds,1,1,1
c_c1_10,1,1,1
c_c1_20,1,1,1
c_mass,1,1,1
c_s1_10,1,1,1
c_s1_2,1,1,1
c_t1_10,1,1,1
c_t1_2,1,1,1
c28,1,1,1
ca44,1,1,1
calanus,1,1,1
calibrated,1,1,1
canopy,1,1,1
captured,1,1,1
carbonate,1,1,1
carex,1,1,1
carrier_added_g,1,1,1
carrier_concentration,1,1,1
category,1,1,1
caught,1,1,1
cavalieri,1,1,1
cd,1,1,1
cdr_cloud_binary_mask,1,1,1
celsius,1,1,1
centerline,1,1,1
cf_cf1_20,1,1,1
cf_sg1_20,1,1,1
cf_tl1_20,1,1,1
cg3dn_avg,1,1,1
cg3dnco_avg,1,1,1
cg3up_avg,1,1,1
cg3upco_avg,1,1,1
ch4_mol_fraction,1,1,1
ch4_mole_fraction,1,1,1
chemistry,1,1,1
citrate,1,1,1
cl,1,1,1
classes,1,1,1
clones,1,1,1
cloud_optical_depth,1,1,1
cloud_particle_radius,1,1,1
cloud_top_pressure,1,1,1
cloud_top_temperature,1,1,1
cloud_type,1,1,1
cm3,1,1,1
cm3dn_avg,1,1,1
cm3up_avg,1,1,1
cncode,1,1,1
coefficient,1,1,1
collagen,1,1,1
colldensity,1,1,1
colltype,1,1,1
color,1,1,1
combustion,1,1,1
comment,1,1,1
comments,1,1,1
concentration_uncertainty,1,1,1
cond_mmol_m,1,1,1
conditionnote,1,1,1
conducted,1,1,1
copepods_1,1,1,1
copepods_10,1,1,1
copepods_11,1,1,1
copepods_12,1,1,1
copepods_2,1,1,1
copepods_3,1,1,1
copepods_4,1,1,1
copepods_5,1,1,1
copepods_6,1,1,1
copepods_7,1,1,1
copepods_8,1,1,1
copepods_9,1,1,1
correspond,1,1,1
counts,1,1,1
cr,1,1,1
criteria,1,1,1
cruise,1,1,1
cruz,1,1,1
cs,1,1,1
ctrl,1,1,1
ctrl_se,1,1,1
cu,1,1,1
cushion,1,1,1
cv_,1,1,1
d13c_per_mille,1,1,1
d52003,1,1,1
dark,1,1,1
dataset,1,1,1
date_time,1,1,1
daugaard,1,1,1
day_postfire,1,1,1
days.post.fert,1,1,1
dd,1,1,1
decadal,1,1,1
decay,1,1,1
delh,1,1,1
delo,1,1,1
density_average,1,1,1
density_sd,1,1,1
deployed,1,1,1
deposited,1,1,1
depth_average,1,1,1
depth_mweq,1,1,1
depth_sd,1,1,1
describing,1,1,1
detection,1,1,1
devices,1,1,1
dew,1,1,1
dgps,1,1,1
diag_77_mean,1,1,1
diam,1,1,1
diatoms_1,1,1,1
diatoms_10,1,1,1
diatoms_11,1,1,1
diatoms_12,1,1,1
diatoms_2,1,1,1
diatoms_3,1,1,1
diatoms_4,1,1,1
diatoms_5,1,1,1
diatoms_6,1,1,1
diatoms_7,1,1,1
diatoms_8,1,1,1
diatoms_9,1,1,1
divide,1,1,1
drying,1,1,1
duration,1,1,1
dust,1,1,1
dynamic,1,1,1
ecological,1,1,1
ecosystem,1,1,1
efficient,1,1,1
eigenvalues,1,1,1
element,1,1,1
elevation.a.s.l,1,1,1
ellipsoid,1,1,1
energy,1,1,1
entry,1,1,1
equivalence,1,1,1
estimate,1,1,1
evaoptranspiration,1,1,1
event,1,1,1
excess,1,1,1
ext_res_14c,1,1,1
extent,1,1,1
extractable_oragnic_c,1,1,1
facility,1,1,1
family,1,1,1
fatty,1,1,1
fe,1,1,1
fe56,1,1,1
field,1,1,1
file.name,1,1,1
filename,1,1,1
fish,1,1,1
fish_id,1,1,1
fl,1,1,1
flagellates_1,1,1,1
flagellates_10,1,1,1
flagellates_11,1,1,1
flagellates_12,1,1,1
flagellates_2,1,1,1
flagellates_3,1,1,1
flagellates_4,1,1,1
flagellates_5,1,1,1
flagellates_6,1,1,1
flagellates_7,1,1,1
flagellates_8,1,1,1
flagellates_9,1,1,1
flaring,1,1,1
floodplain,1,1,1
flower,1,1,1
flowers,1,1,1
floy,1,1,1
fms,1,1,1
formate,1,1,1
fossil,1,1,1
free,1,1,1
freezing,1,1,1
freshwater,1,1,1
frontal,1,1,1
fs,1,1,1
fuel,1,1,1
functional,1,1,1
fungalbiomass,1,1,1
gap,1,1,1
gardenmean,1,1,1
gc_er,1,1,1
gc_gpp,1,1,1
gc_nee,1,1,1
gc2015,1,1,1
gcumolesco2,1,1,1
generic,1,1,1
geoid,1,1,1
geomorphology,1,1,1
gmt,1,1,1
gray,1,1,1
green,1,1,1
gust,1,1,1
gw2014,1,1,1
hardness,1,1,1
harvest,1,1,1
hdx,1,1,1
high_se,1,1,1
horizon,1,1,1
hr,1,1,1
hyperboreus,1,1,1
hypobromous,1,1,1
iceberg,1,1,1
icebridge,1,1,1
idenfier,1,1,1
ii,1,1,1
iii,1,1,1
illullip,1,1,1
imagej.num,1,1,1
inagej.file.name,1,1,1
indiv,1,1,1
individual,1,1,1
inlet,1,1,1
intsoilpreds,1,1,1
intsurfpreds,1,1,1
isbrae,1,1,1
isoprene,1,1,1
isotopesamplemass,1,1,1
jakobshavn,1,1,1
january,1,1,1
jensen,1,1,1
july,1,1,1
k_mg_per_g,1,1,1
kangerlussuaq,1,1,1
