token,n,unique_ids,unique_authors
century,1,1,1
cesium,1,1,1
cesm,1,1,1
channel,1,1,1
chill,1,1,1
chlorinated,1,1,1
chlorine,1,1,1
choice,1,1,1
chromatograph,1,1,1
chronology,1,1,1
chydorus,1,1,1
citzen,1,1,1
cladocera,1,1,1
cladoceran,1,1,1
clams,1,1,1
classroom,1,1,1
closing,1,1,1
cmip6,1,1,1
cn,1,1,1
co2ndir,1,1,1
coarse,1,1,1
coefficients,1,1,1
cold,1,1,1
coldfoot,1,1,1
collateralization,1,1,1
colonization,1,1,1
communications,1,1,1
comp,1,1,1
compasses,1,1,1
complex,1,1,1
computing,1,1,1
connection,1,1,1
conservative,1,1,1
contaminant,1,1,1
contingent,1,1,1
continuous,1,1,1
contours,1,1,1
convection,1,1,1
corridors,1,1,1
council,1,1,1
country,1,1,1
coupled,1,1,1
credit,1,1,1
cretaceous,1,1,1
crevasse,1,1,1
cropping,1,1,1
crust,1,1,1
crustacean,1,1,1
cryobot,1,1,1
cryoseismology,1,1,1
cryostratigraphy,1,1,1
culturally,1,1,1
cumulative,1,1,1
curriculum,1,1,1
cva,1,1,1
cyanobacteria,1,1,1
cyclonic,1,1,1
cytometer,1,1,1
d17o,1,1,1
d18o,1,1,1
d4,1,1,1
dairy,1,1,1
dark,1,1,1
dataset,1,1,1
dataviz,1,1,1
davis,1,1,1
days,1,1,1
dbh,1,1,1
dbo1,1,1,1
dd,1,1,1
ddts,1,1,1
dead,1,1,1
deadhorse,1,1,1
declination,1,1,1
deficit,1,1,1
degree,1,1,1
delivery,1,1,1
demersal,1,1,1
demo,1,1,1
demographic,1,1,1
denali,1,1,1
densiometer,1,1,1
dental,1,1,1
dependency,1,1,1
depletion,1,1,1
deserts,1,1,1
detector,1,1,1
determinations,1,1,1
dew,1,1,1
dic,1,1,1
diet,1,1,1
dimple,1,1,1
discontinuous,1,1,1
dispersion,1,1,1
distance,1,1,1
distrubance,1,1,1
divide,1,1,1
dog,1,1,1
dogs,1,1,1
doherty,1,1,1
dorset,1,1,1
dosimeter,1,1,1
downscaled,1,1,1
downwelling,1,1,1
drew,1,1,1
drifts,1,1,1
drone,1,1,1
drought,1,1,1
dryas,1,1,1
dynamic,1,1,1
dynamical,1,1,1
e1,1,1,1
e2,1,1,1
e4,1,1,1
e6,1,1,1
earthquakes,1,1,1
ebullition,1,1,1
ecodynamics,1,1,1
economy,1,1,1
eider,1,1,1
ekman,1,1,1
ellesmere,1,1,1
emaiksoun,1,1,1
emission,1,1,1
emitted,1,1,1
employment,1,1,1
encroachment,1,1,1
endangered,1,1,1
energetics,1,1,1
english,1,1,1
enhanced,1,1,1
ensemble,1,1,1
entrepreneurship,1,1,1
eolian,1,1,1
epidemiologic,1,1,1
equus,1,1,1
er,1,1,1
ericoid,1,1,1
espenebrg,1,1,1
estimate,1,1,1
esturaries,1,1,1
ethane,1,1,1
etm,1,1,1
eubosmina,1,1,1
eurasia,1,1,1
eurycercus,1,1,1
event,1,1,1
evolution,1,1,1
excess,1,1,1
exclosure,1,1,1
exclusion,1,1,1
exotic,1,1,1
exp,1,1,1
expendable,1,1,1
exploration,1,1,1
f4,1,1,1
f5,1,1,1
fallout,1,1,1
family,1,1,1
farmstead,1,1,1
fdom,1,1,1
feedbacks,1,1,1
fellowships,1,1,1
fen,1,1,1
fetch,1,1,1
financial,1,1,1
fixation,1,1,1
flame,1,1,1
flood,1,1,1
fluorescent,1,1,1
fluvial,1,1,1
fluxesv,1,1,1
fog,1,1,1
fog1,1,1,1
fog2,1,1,1
fog3,1,1,1
fog4,1,1,1
fog5,1,1,1
foggy,1,1,1
footprint,1,1,1
forage,1,1,1
foraging,1,1,1
forcing,1,1,1
fork,1,1,1
formation,1,1,1
forms,1,1,1
fossil,1,1,1
foundation,1,1,1
fourier,1,1,1
foxes,1,1,1
frequency,1,1,1
fronts,1,1,1
frost,1,1,1
fuel,1,1,1
functional,1,1,1
fungal,1,1,1
gage,1,1,1
galciers,1,1,1
gamma,1,1,1
gateway,1,1,1
gatherer,1,1,1
gc,1,1,1
gcms,1,1,1
gcw,1,1,1
genetic,1,1,1
genomics,1,1,1
geoecological,1,1,1
geographic,1,1,1
geomery,1,1,1
geophsyics,1,1,1
geosar,1,1,1
geotraces,1,1,1
gep,1,1,1
ghg,1,1,1
glacialis,1,1,1
gnss,1,1,1
golden,1,1,1
gp8,1,1,1
graduate,1,1,1
grasslands,1,1,1
growing,1,1,1
gth101,1,1,1
gth110,1,1,1
gth153,1,1,1
gth155,1,1,1
gth156,1,1,1
gth157,1,1,1
gth158,1,1,1
gth39,1,1,1
gth46,1,1,1
gth57,1,1,1
gth58,1,1,1
gth59,1,1,1
gth60,1,1,1
gth61,1,1,1
gth62,1,1,1
gth68,1,1,1
gth75,1,1,1
gth85,1,1,1
gth86,1,1,1
gth88,1,1,1
gth90,1,1,1
gth91,1,1,1
gth98,1,1,1
guage,1,1,1
gulkana,1,1,1
gyres,1,1,1
habitats,1,1,1
hanging,1,1,1
haplogroups,1,1,1
hardness,1,1,1
hazen,1,1,1
hchs,1,1,1
headwater,1,1,1
health,1,1,1
heavy,1,1,1
heritage,1,1,1
hills,1,1,1
hillslope,1,1,1
hogs,1,1,1
holding,1,1,1
horn,1,1,1
horse,1,1,1
hot,1,1,1
house,1,1,1
hunter,1,1,1
huslia,1,1,1
hydrocarbons,1,1,1
hydrogeochemistry,1,1,1
i6,1,1,1
i6hw,1,1,1
i8,1,1,1
icetrendr,1,1,1
icing,1,1,1
ignition,1,1,1
ikroavik,1,1,1
iliamna,1,1,1
imb,1,1,1
imnaviat,1,1,1
implementation,1,1,1
impurities,1,1,1
imuruk,1,1,1
inclination,1,1,1
income,1,1,1
incubation,1,1,1
indicator,1,1,1
inductively,1,1,1
infiltration,1,1,1
information,1,1,1
initiation,1,1,1
initiative,1,1,1
insect,1,1,1
institute,1,1,1
instream,1,1,1
intensity,1,1,1
interaction,1,1,1
interface,1,1,1
interior,1,1,1
intermediate,1,1,1
interpretation,1,1,1
intertidal,1,1,1
ionization,1,1,1
islandica,1,1,1
ismip6,1,1,1
isotatic,1,1,1
itelmen,1,1,1
jan,1,1,1
jorgenson,1,1,1
kamchatka,1,1,1
knowledge,1,1,1
kolyma,1,1,1
kongsvegen,1,1,1
kronebreen,1,1,1
labile,1,1,1
labrador,1,1,1
lamont,1,1,1
landfast,1,1,1
landsat,1,1,1
latittude,1,1,1
laurentide,1,1,1
lawn,1,1,1
ldeo,1,1,1
leadership,1,1,1
leads,1,1,1
lemming,1,1,1
lgm,1,1,1
lignin,1,1,1
line,1,1,1
linguistics,1,1,1
live,1,1,1
livestock,1,1,1
logger,1,1,1
logistics,1,1,1
loss,1,1,1
lower,1,1,1
lst,1,1,1
lterlake,1,1,1
luminescence,1,1,1
luminous,1,1,1
luna,1,1,1
lunker,1,1,1
magnaprobe,1,1,1
magnetization,1,1,1
major,1,1,1
mammoth,1,1,1
map,1,1,1
market,1,1,1
mas,1,1,1
masts,1,1,1
matanuska,1,1,1
maternal,1,1,1
mayen,1,1,1
mccall,1,1,1
meanings,1,1,1
mechanisms,1,1,1
megafauna,1,1,1
melting,1,1,1
metabolomics,1,1,1
metagenome,1,1,1
metagenomics,1,1,1
meteorite,1,1,1
meyers,1,1,1
microbes,1,1,1
microbiology,1,1,1
microbiome,1,1,1
microcomputed,1,1,1
microflora,1,1,1
microprobes,1,1,1
microscopy,1,1,1
mid,1,1,1
middle,1,1,1
midge,1,1,1
mineral,1,1,1
mineralization,1,1,1
mineralogy,1,1,1
momentum,1,1,1
montane,1,1,1
moorings,1,1,1
moose,1,1,1
moraine,1,1,1
morning,1,1,1
morphology,1,1,1
msbsp,1,1,1
mussels,1,1,1
mwr,1,1,1
myvatn,1,1,1
n1,1,1,1
n15,1,1,1
nanvarpak,1,1,1
nares,1,1,1
narwhal,1,1,1
ncei,1,1,1
ndvi,1,1,1
ne12,1,1,1
nee,1,1,1
nipher,1,1,1
nitric,1,1,1
nodc,1,1,1
nondispersive,1,1,1
norse,1,1,1
nox,1,1,1
npz,1,1,1
nrm,1,1,1
nuclides,1,1,1
observation,1,1,1
observatories,1,1,1
oce,1,1,1
offs,1,1,1
operational,1,1,1
opp,1,1,1
optimization,1,1,1
ornithurine,1,1,1
osmosamplers,1,1,1
otter,1,1,1
outburst,1,1,1
outreach,1,1,1
oysters,1,1,1
pack,1,1,1
pag,1,1,1
pahs,1,1,1
palearctic,1,1,1
paleocliamte,1,1,1
paleoclimatology,1,1,1
paleomagnetic,1,1,1
paleomagnetism,1,1,1
paleosols,1,1,1
paleotsunami,1,1,1
paleovegetation,1,1,1
paleovirus,1,1,1
palynology,1,1,1
pamir,1,1,1
pan,1,1,1
park,1,1,1
partition,1,1,1
past,1,1,1
pbde,1,1,1
pci,1,1,1
peak,1,1,1
peatland,1,1,1
peninsula,1,1,1
peoples,1,1,1
percent,1,1,1
perceptions,1,1,1
perch,1,1,1
perched,1,1,1
performance,1,1,1
permeability,1,1,1
persistent,1,1,1
phaeopigments,1,1,1
phantom,1,1,1
phasmaviridae,1,1,1
phasmavirus,1,1,1
phenols,1,1,1
phenuiviridae,1,1,1
phlebovirus,1,1,1
photic,1,1,1
photo,1,1,1
photometer,1,1,1
phylogeography,1,1,1
picea,1,1,1
pigs,1,1,1
placennames,1,1,1
plasma,1,1,1
pliocene,1,1,1
plr,1,1,1
plumbing,1,1,1
plume,1,1,1
plutonium,1,1,1
pmel,1,1,1
pointframe,1,1,1
polarstern,1,1,1
pole,1,1,1
pollution,1,1,1
polychlorinated,1,1,1
polycyclic,1,1,1
polygons,1,1,1
polynyas,1,1,1
pops,1,1,1
populationseagle,1,1,1
porcesses,1,1,1
porewater,1,1,1
porosity,1,1,1
porpoise,1,1,1
poverty,1,1,1
precipitable,1,1,1
precipitaiton,1,1,1
predation,1,1,1
predators,1,1,1
premium,1,1,1
pricing,1,1,1
priming,1,1,1
prog,1,1,1
proglacial,1,1,1
proxy,1,1,1
psv,1,1,1
public,1,1,1
pumping,1,1,1
pyrolysis,1,1,1
quadrats,1,1,1
quartz,1,1,1
quota,1,1,1
radiographs,1,1,1
radiometric,1,1,1
radionuclides,1,1,1
radon,1,1,1
rafted,1,1,1
rates,1,1,1
ratios,1,1,1
reanalysis,1,1,1
rebound,1,1,1
recommendation,1,1,1
recorder,1,1,1
reflection,1,1,1
reflections,1,1,1
reforestation,1,1,1
reformatting,1,1,1
refraction,1,1,1
regeneration,1,1,1
regime,1,1,1
remanent,1,1,1
resilience,1,1,1
responsive,1,1,1
revitalization,1,1,1
rich,1,1,1
rime,1,1,1
risk,1,1,1
robotic,1,1,1
roles,1,1,1
roots,1,1,1
russell,1,1,1
russia,1,1,1
s3,1,1,1
s6,1,1,1
sample,1,1,1
sandpipers,1,1,1
sasp,1,1,1
scenarios,1,1,1
schrader,1,1,1
scintillometer,1,1,1
sclerochronology,1,1,1
sdsu,1,1,1
seafloor,1,1,1
seaplane,1,1,1
seas,1,1,1
secondary,1,1,1
secular,1,1,1
seedlings,1,1,1
segy,1,1,1
sentinel,1,1,1
sequencing,1,1,1
service,1,1,1
seward,1,1,1
sg,1,1,1
shear,1,1,1
sheep,1,1,1
simulation,1,1,1
simulations,1,1,1
simulator,1,1,1
skin,1,1,1
snags,1,1,1
snowfences,1,1,1
snowmelt,1,1,1
soa,1,1,1
societies,1,1,1
socio,1,1,1
solutes,1,1,1
sonobuoy,1,1,1
source,1,1,1
southeast,1,1,1
space,1,1,1
spaceborne,1,1,1
spacer,1,1,1
spectral,1,1,1
spectrometry,1,1,1
speleothems,1,1,1
spider,1,1,1
spill,1,1,1
spills,1,1,1
spo,1,1,1
spp,1,1,1
spread,1,1,1
sst,1,1,1
stability,1,1,1
stake,1,1,1
stanford,1,1,1
static,1,1,1
stations,1,1,1
status,1,1,1
sterols,1,1,1
stim,1,1,1
stoichiometry,1,1,1
storage,1,1,1
strategies,1,1,1
stratospheric,1,1,1
streamflow,1,1,1
streaming,1,1,1
strength,1,1,1
subfossil,1,1,1
subglacial,1,1,1
subsidence,1,1,1
subspathacea,1,1,1
substrate,1,1,1
sulfide,1,1,1
summer,1,1,1
sun,1,1,1
support,1,1,1
surfrad,1,1,1
surveys,1,1,1
survival,1,1,1
swap,1,1,1
swe,1,1,1
tag,1,1,1
tags,1,1,1
talik,1,1,1
taliks,1,1,1
televiewer,1,1,1
teller,1,1,1
temperatures,1,1,1
temporal,1,1,1
tendency,1,1,1
tephra,1,1,1
terminus,1,1,1
termperature,1,1,1
terrain,1,1,1
test,1,1,1
texture,1,1,1
theodolite,1,1,1
thermakarst,1,1,1
tilden,1,1,1
tiller,1,1,1
tilt,1,1,1
tiros,1,1,1
tm,1,1,1
top,1,1,1
tracing,1,1,1
tracks,1,1,1
trade,1,1,1
traditional,1,1,1
trails,1,1,1
traits,1,1,1
tram,1,1,1
trampling,1,1,1
transcribed,1,1,1
transcriptome,1,1,1
transducer,1,1,1
transform,1,1,1
transitions,1,1,1
translated,1,1,1
transmissometers,1,1,1
transportation,1,1,1
trees,1,1,1
trophic,1,1,1
tropical,1,1,1
tropospheric,1,1,1
trust,1,1,1
tsunami,1,1,1
tubutulik,1,1,1
tutakoke,1,1,1
uhi,1,1,1
uncertainty,1,1,1
underwater,1,1,1
university,1,1,1
upcapsule,1,1,1
uptake,1,1,1
upwelling,1,1,1
urals,1,1,1
usability,1,1,1
validation,1,1,1
valuation,1,1,1
vanillic,1,1,1
var,1,1,1
variability,1,1,1
vehetation,1,1,1
vehicle,1,1,1
virtual,1,1,1
viruses,1,1,1
volatile,1,1,1
volatilization,1,1,1
vpr,1,1,1
vulcan,1,1,1
vulnerability,1,1,1
wais,1,1,1
waters,1,1,1
waxes,1,1,1
web,1,1,1
webgis,1,1,1
wedge,1,1,1
west,1,1,1
whoi,1,1,1
willow,1,1,1
wolf,1,1,1
wolves,1,1,1
workforce,1,1,1
workshop,1,1,1
world,1,1,1
worldview,1,1,1
wounded,1,1,1
wrf,1,1,1
xcp,1,1,1
xray,1,1,1
xxvi,1,1,1
yedoma,1,1,1
yenisei,1,1,1
yugcetun,1,1,1
yup'ik,1,1,1
zooarchaeology,1,1,1
